6.056192355134368266e-06;-1.544127553098531447e+00;1.244978808271532289e+00;4.220951952261523310e+00;2.578552951548764849e-01;2.209519522615228937e-01;2.193789575970221117e-01
-3.320440597363557345e+02;1.963127707097126029e+00;1.017276375321201613e+03;1.095286694533290728e+01;-4.265333990836336575e+00;6.952866945332906390e+00;6.265454929689797670e-01
-2.197783051982622453e+02;1.819676565907258681e+00;4.178144721427674995e+02;1.005708784974445713e+01;-3.556260756483967000e+00;6.057087849744456243e+00;-2.235569523151990645e-01
-2.926516804251389825e+00;3.630239236806784842e-01;4.187948590549837924e+00;5.435686574755275835e+00;-2.302591763474945707e-01;1.435686574755275835e+00;9.948276695335055431e-01
-2.340308886407743785e+02;1.843891317489684489e+00;4.747495502044975524e+02;1.018810477407425807e+01;-3.654877706627050138e+00;6.188104774074258074e+00;-9.478948238654361091e-02
2.853056239990566212e+01;1.119436723294654490e+00;4.956998032747784305e-02;9.469131304956125428e-01;4.806050373185078328e+00;-3.053086869504387568e+00;-8.345236296561489575e-02
1.777753120712699086e+00;2.001550859488500644e-01;3.087877734946975483e-01;2.801248915694926733e+00;2.318945552963799894e+00;-1.198751084305073045e+00;-9.249737833232798412e-01
-4.731107545210170429e+02;2.067439946357376268e+00;2.421591267523485385e+03;1.180649425724211099e+01;-4.986407597977981609e+00;7.806494257242110990e+00;1.012410550008522758e+00
-7.393479421832057596e+02;2.203834193097631733e+00;8.453976682149621411e+03;1.304430244920021842e+01;-6.033424512135597162e+00;9.044302449200218419e+00;3.750456240149715459e-01
3.507494183263030862e+01;1.205264427356560031e+00;5.752254995957791633e-02;7.468331834450870899e-01;5.101495818462480791e+00;-3.253166816554912799e+00;1.504420533426778506e-01
-2.589080767805219807e+01;1.088379767632881023e+00;1.927244228484501321e+01;6.962186838021671598e+00;-1.234756860677126200e+00;2.962186838021671598e+00;1.857898347988288235e-01
-9.166964422335059908e+02;2.289920096307794140e+00;1.655248671823507902e+04;1.373061267161983601e+01;-6.581192925196857502e+00;9.730612671619836007e+00;-2.691631841134650704e-01
-6.667958987094573331e+02;2.168940936313348278e+00;6.225292008483020254e+03;1.273782094398383968e+01;-5.779193833931743463e+00;8.737820943983839683e+00;6.367499012080316545e-01
