predicted,target
-0.6455098986625671,-1.1249635480883624
0.004364125430583954,-0.49209205276846435
0.657587468624115,0.9256238843955458
0.027720492333173752,0.5945989279639576
0.24681292474269867,0.827192365315879
0.03557981550693512,-1.024965959608487
0.042812950909137726,-0.1204067832919804
0.47511184215545654,-0.06326046467830193
-0.7993084788322449,-0.8375521413945253
-0.11443983018398285,-0.06908560644266337
0.8728976249694824,1.441018287796939
-0.9571912288665771,-0.3640138551620472
-0.7762337327003479,-0.7330110562979106
-0.10472613573074341,-0.6987678266931265
0.03253180533647537,0.8521771702986977
-0.3359665274620056,-0.35316932218523167
-0.3972574472427368,-0.38398932185928564
0.7661716938018799,0.5756082479669012
0.7563721537590027,0.8744866676000403
0.054408133029937744,-0.6186095488948292
0.02925795689225197,0.3748770667578418
0.507288932800293,0.6544385044770674
0.9151191711425781,0.7725842667570597
0.5593711137771606,1.0520018502515676
0.0417049378156662,-1.0590383369231264
0.021923065185546875,0.4480502774464704
0.02463514730334282,0.05600811023339841
0.04549244046211243,-0.528882488252774
-1.0235998630523682,-1.2294240109154249
-0.8337530493736267,-0.8587232029750775
0.2881106734275818,0.13314109528642787
-0.9022831916809082,-0.5420820371053228
-0.42620325088500977,0.1656556668758178
0.03883924335241318,1.0554502760897115
0.024309061467647552,-0.7279234100609593
0.06573973596096039,0.5880535295157675
0.9921338558197021,1.0743995798226516
0.03509139269590378,-0.7740359230468646
-0.6208339333534241,-0.6590132383589979
-0.559132993221283,-0.6191228384617928
-0.7707695960998535,-0.7877980473306291
0.4326031804084778,0.17127702523715604
0.05415104329586029,0.8117428166643261
0.6474786996841431,0.7134853486610028
0.02242736890912056,-1.2120861696413092
0.02916381135582924,0.21255112500844156
0.026798542588949203,-0.6855988827986952
0.9515650272369385,0.6607556187510697
-0.5886147022247314,-0.18988445890527855
0.27384859323501587,0.33543593588693654
-0.6116253137588501,-1.2485759233041027
-0.5027757883071899,-0.7073635863229466
0.10145768523216248,1.4042745214240453
0.01804231107234955,0.10149221182347079
-0.4231266379356384,-0.44363154194835286
-0.004828449338674545,0.18802290331178428
0.042393557727336884,-0.6968742778044882
-0.6593300104141235,-0.7056340108610444
0.03905227780342102,1.1113614967869745
0.047759272158145905,0.9212752218909691
0.02901197224855423,0.116953387406139
0.6623057723045349,0.5439722977629484
-0.3841227889060974,-0.25055348869778066
-0.7888096570968628,-0.493064681317145
0.5566095113754272,0.6592363256032086
0.03448570519685745,-0.7388311023385593
0.9491209983825684,0.9638896614280488
0.5202178359031677,0.5543241403937272
0.02645067870616913,-0.9614823968062782
0.020328879356384277,0.6700619068394964
0.45000511407852173,0.5341246953423473
-0.3125886917114258,0.07628017461451961
0.6288080215454102,0.45537838506365874
-0.18787254393100739,-0.35343570401022917
0.2667354941368103,-0.39820441628188913
-0.09256593137979507,0.0682836216484125
-0.8226738572120667,-1.1735899435690431
-1.03814697265625,-1.2349676988664866
0.4904818534851074,0.9790652111639374
-0.25086116790771484,-0.5207230662881772
-0.8593840003013611,-0.9408356297894256
0.021825648844242096,0.8800062514150042
0.02651628851890564,-1.4764661666126573
0.0556858628988266,-0.5979510029570734
0.030843660235404968,-0.6555839065006335
0.032050710171461105,1.1714870867834044
0.6244881749153137,0.45998286285389056
-0.6949377655982971,-0.8377721888014527
-0.7695009112358093,-0.9181517237147715
1.015051245689392,0.30453107484637054
0.3756435513496399,0.6530735414864387
0.6653919219970703,0.9933888444948344
0.8708930015563965,0.5426682899083226
1.0813236236572266,0.8545930216439683
-0.8000648617744446,-1.5314539064853867
0.04033660888671875,0.020384557409932336
-0.6840301156044006,-1.0640637566936537
-0.1321547031402588,-0.619069724907663
0.019687972962856293,0.08709394831198902
0.7860661745071411,0.7733185769174378
-0.26914000511169434,-0.2480909287468803
0.06003400683403015,-0.8018870409292791
0.025632847100496292,0.8171694894600827
0.903545081615448,1.0562319863706868
0.04290810227394104,-1.0131195479597341
0.13051748275756836,0.4751617273751036
0.8778162002563477,0.516993912078696
0.04675447195768356,0.5830804235340269
0.018300510942935944,-0.8692063894518023
-0.18999549746513367,0.01435146941130655
-0.6854310631752014,-0.9995677067412712
0.023415375500917435,0.5135056418301354
-0.3668152689933777,-0.2030741684849442
-0.8100985288619995,-1.1682297447415566
0.508486807346344,0.6369570129342457
-0.6479296684265137,-0.5064376752750506
-0.9005100131034851,-1.1232652194522768
0.9850759506225586,1.613309974381209
0.04394235461950302,-0.5449453547092555
-0.10572558641433716,-0.023002418020763582
-0.809880256652832,-0.9744881827925286
0.7135390043258667,-0.08844377967876482
0.8925029635429382,1.1928186795217721
0.021221619099378586,-0.7004010417211551
0.039435043931007385,0.7067102624456543
0.018934406340122223,0.09135463747575474
0.18222752213478088,-0.4636353788850078
0.018311813473701477,0.26868368548537996
0.06931644678115845,0.9793246112817916
-0.8965508341789246,-1.0994258931114447
-0.33796370029449463,-0.5601839564063967
0.7093697190284729,0.46086490740901437
0.6725940108299255,1.13993166485362
-0.2867204546928406,-0.5509002756867247
-0.028135383501648903,0.0626382018260244
0.02599433809518814,0.3883913281035119
-0.0819946825504303,-0.05317220173832321
-0.020118609070777893,-0.01442260195306094
-0.12569613754749298,1.4759300736988892
0.0699567198753357,0.9041450802603493
0.037422046065330505,-0.04104361437906581
