-6.188484281301498413e-02, 1.316875457763671875e+00, -1.052772164344787598e+00
-4.222032546997070312e+00, 5.050086975097656250e+00, 7.808288335800170898e-01
-1.295292663574218750e+01, 1.574808311462402344e+01, -4.482695102691650391e+00
-6.668257713317871094e-01, 9.956198930740356445e-01, -1.711732506752014160e+00
-7.412908554077148438e+00, 1.008281421661376953e+01, -5.547645092010498047e-01
-1.615713357925415039e+00, 1.714877843856811523e+00, -1.015254497528076172e+00
-3.529173731803894043e-01, 9.069615602493286133e-01, -1.383849740028381348e+00
5.692474842071533203e-01, 1.084891438484191895e+00, -2.504790782928466797e+00
-3.273744881153106689e-01, 1.710851311683654785e+00, -3.673936843872070312e+00
-4.681294560432434082e-01, 8.144450187683105469e-01, -4.127455711364746094e+00
-7.669085264205932617e-01, 1.055938363075256348e+00, -2.046886682510375977e+00
-3.189264535903930664e-01, 9.088768959045410156e-01, -1.339166164398193359e+00
-3.251613616943359375e+00, 3.862089872360229492e+00, -4.374404549598693848e-01
-9.607892036437988281e-01, 1.199405670166015625e+00, -2.169563055038452148e+00
-3.238715410232543945e+00, 3.874793529510498047e+00, -3.735106587409973145e-01
-5.869882553815841675e-02, 1.121600866317749023e+00, -1.098630189895629883e+00
-1.061610102653503418e+00, 3.902162790298461914e+00, -7.320573806762695312e+00
-1.802547574043273926e-01, 3.728951692581176758e+00, -6.737970352172851562e+00
-8.065046072006225586e-01, 8.231698274612426758e-01, -2.116649627685546875e+00
-2.406984269618988037e-01, 1.455895900726318359e+00, -1.063281655311584473e+00
-1.215621829032897949e+00, 3.735965490341186523e+00, -7.416891574859619141e+00
-2.309502601623535156e+00, 3.195334196090698242e+00, 7.788613438606262207e-03
-6.501219272613525391e-01, 5.797981739044189453e+00, -9.954715728759765625e+00
2.898334264755249023e-01, 9.673461914062500000e-01, -4.293735504150390625e+00
-7.256112098693847656e-01, 1.031485557556152344e+00, -1.991507172584533691e+00
-4.834819734096527100e-01, 1.116762638092041016e+00, -9.067828655242919922e-01
-1.058793067932128906e-02, 1.132812142372131348e+00, -2.750796794891357422e+00
-1.644212007522583008e+00, 2.440894603729248047e+00, 2.080571204423904419e-01
-9.985663890838623047e-01, 2.579140424728393555e+00, -7.548645973205566406e+00
-6.863832473754882812e-01, 9.283611774444580078e-01, -2.029945850372314453e+00
-1.904224753379821777e+00, 2.117273330688476562e+00, -1.336159706115722656e+00
-8.420392870903015137e-02, 1.052248477935791016e+00, -1.167400240898132324e+00
-1.390222311019897461e-01, 1.005458712577819824e+00, -1.207666039466857910e+00
2.051803469657897949e-01, 7.463492155075073242e-01, -2.320985317230224609e+00
-2.056672334671020508e+00, 2.085555553436279297e+00, -9.136275649070739746e-01
-5.365644693374633789e-01, 1.179188370704650879e+00, -8.459883928298950195e-01
-1.583185076713562012e+00, 1.688196063041687012e+00, -1.020411133766174316e+00
-6.533516645431518555e-01, 1.127170801162719727e+00, -8.041118383407592773e-01
5.852186679840087891e-01, 1.952621579170227051e+00, -5.037654876708984375e+00
-5.030292034149169922e+00, 7.173003196716308594e+00, -9.581249356269836426e-01
-1.409686684608459473e+00, 1.487217187881469727e+00, -8.575885891914367676e-01
-5.536214113235473633e-01, 1.017663717269897461e+00, -1.527035593986511230e+00
-4.215849876403808594e+00, 4.145363807678222656e+00, -4.888950586318969727e-01
-1.854299306869506836e-01, 1.254050374031066895e+00, -8.904359936714172363e-01
-8.133339881896972656e+00, 7.425561904907226562e+00, 8.222938776016235352e-01
-9.083076715469360352e-01, 3.735042333602905273e+00, -7.359408855438232422e+00
-2.763141870498657227e+00, 3.429176330566406250e+00, -1.599940359592437744e-01
-6.781758069992065430e-01, 1.305329918861389160e+00, -9.062719941139221191e-01
4.529621899127960205e-01, 1.074258804321289062e+00, -2.527332544326782227e+00
-4.483988761901855469e+00, 4.568769454956054688e+00, 7.605917453765869141e-01
-1.289493441581726074e+00, 1.655179977416992188e+00, -2.171974897384643555e+00
-5.653671026229858398e-01, 1.026619315147399902e+00, -1.535897016525268555e+00
-4.421362876892089844e+00, 5.199917316436767578e+00, 9.999551773071289062e-01
1.787838339805603027e-02, 3.093806028366088867e+00, -6.010614871978759766e+00
-1.222960829734802246e+00, 1.790420770645141602e+00, -3.484838306903839111e-01
-7.992190361022949219e+00, 1.141742992401123047e+01, -2.183641195297241211e+00
3.400769531726837158e-01, 1.051257491111755371e+00, -2.685075998306274414e+00
-2.953669071197509766e+00, 3.919850587844848633e+00, -3.232411742210388184e-01
4.456091821193695068e-01, 1.667107582092285156e+00, -4.841865062713623047e+00
-4.281439185142517090e-01, 9.474298357963562012e-01, -1.424112796783447266e+00
-2.912080883979797363e-01, 1.323179364204406738e+00, -1.101411223411560059e+00
-1.059241414070129395e+00, 1.285753965377807617e+00, -2.262557983398437500e+00
-1.722943186759948730e+00, 1.728343009948730469e+00, -6.436386704444885254e-01
3.361792266368865967e-01, 9.608331918716430664e-01, -4.271421909332275391e+00
-1.387962579727172852e+00, 1.418896913528442383e+00, -5.543797016143798828e-01
-2.934252262115478516e+00, 3.525762557983398438e+00, -2.072287201881408691e-01
