0.000000000000000000e+00;8.991214036941528320e-01;0.000000000000000000e+00;6.150250434875488281e-01
0.000000000000000000e+00;0.000000000000000000e+00;1.125550508499145508e+00;9.415732622146606445e-01
0.000000000000000000e+00;4.610933735966682434e-02;1.675088405609130859e+00;6.238242387771606445e-01
0.000000000000000000e+00;0.000000000000000000e+00;1.486183643341064453e+00;1.326187610626220703e+00
0.000000000000000000e+00;1.224380731582641602e+00;0.000000000000000000e+00;1.158736824989318848e+00
0.000000000000000000e+00;4.385014474391937256e-01;0.000000000000000000e+00;3.090462684631347656e-01
0.000000000000000000e+00;0.000000000000000000e+00;1.705722451210021973e+00;1.087629675865173340e+00
0.000000000000000000e+00;0.000000000000000000e+00;1.838231444358825684e+00;1.641784191131591797e+00
0.000000000000000000e+00;0.000000000000000000e+00;1.159777760505676270e+00;5.352911949157714844e-01
0.000000000000000000e+00;5.004259347915649414e-01;0.000000000000000000e+00;4.469074606895446777e-01
0.000000000000000000e+00;3.955050408840179443e-01;0.000000000000000000e+00;3.175097107887268066e-01
0.000000000000000000e+00;0.000000000000000000e+00;1.012640118598937988e+00;1.047911167144775391e+00
0.000000000000000000e+00;0.000000000000000000e+00;1.478573679924011230e+00;1.615739464759826660e+00
0.000000000000000000e+00;1.548146128654479980e+00;0.000000000000000000e+00;1.344667434692382812e+00
0.000000000000000000e+00;1.750243425369262695e+00;0.000000000000000000e+00;1.376994967460632324e+00
0.000000000000000000e+00;0.000000000000000000e+00;2.047204971313476562e+00;1.210107564926147461e+00
0.000000000000000000e+00;0.000000000000000000e+00;4.974148571491241455e-01;4.056715965270996094e-01
0.000000000000000000e+00;0.000000000000000000e+00;2.067099571228027344e+00;1.099541068077087402e+00
0.000000000000000000e+00;0.000000000000000000e+00;1.334572315216064453e+00;1.801722288131713867e+00
0.000000000000000000e+00;4.302181601524353027e-01;2.078005671501159668e-02;3.950575590133666992e-01
0.000000000000000000e+00;0.000000000000000000e+00;6.445093154907226562e-01;5.216080546379089355e-01
0.000000000000000000e+00;0.000000000000000000e+00;9.815927743911743164e-01;8.058196306228637695e-01
0.000000000000000000e+00;1.768486499786376953e-01;1.579051017761230469e+00;5.507178902626037598e-01
0.000000000000000000e+00;0.000000000000000000e+00;4.619994461536407471e-01;5.359780192375183105e-01
0.000000000000000000e+00;5.987079441547393799e-02;1.060029625892639160e+00;4.257602691650390625e-01
0.000000000000000000e+00;6.194467842578887939e-02;1.254033565521240234e+00;4.404951333999633789e-01
0.000000000000000000e+00;0.000000000000000000e+00;1.385156631469726562e+00;1.447427034378051758e+00
0.000000000000000000e+00;0.000000000000000000e+00;1.522519469261169434e+00;2.007695198059082031e+00
0.000000000000000000e+00;0.000000000000000000e+00;8.256069421768188477e-01;7.292689085006713867e-01
0.000000000000000000e+00;2.381465911865234375e+00;0.000000000000000000e+00;1.658238530158996582e+00
0.000000000000000000e+00;0.000000000000000000e+00;2.014004468917846680e+00;1.036026000976562500e+00
0.000000000000000000e+00;0.000000000000000000e+00;1.008175849914550781e+00;1.146061062812805176e+00
0.000000000000000000e+00;0.000000000000000000e+00;1.516860842704772949e+00;7.701926827430725098e-01
0.000000000000000000e+00;0.000000000000000000e+00;2.757347226142883301e-01;4.658076763153076172e-01
0.000000000000000000e+00;3.272970914840698242e-01;0.000000000000000000e+00;2.926746904850006104e-01
0.000000000000000000e+00;1.678113222122192383e+00;0.000000000000000000e+00;9.728807806968688965e-01
0.000000000000000000e+00;1.684947490692138672e+00;0.000000000000000000e+00;8.119891881942749023e-01
0.000000000000000000e+00;0.000000000000000000e+00;2.479068517684936523e+00;1.382544636726379395e+00
0.000000000000000000e+00;0.000000000000000000e+00;1.802802801132202148e+00;2.596342325210571289e+00
0.000000000000000000e+00;2.278302907943725586e+00;0.000000000000000000e+00;1.319937944412231445e+00
0.000000000000000000e+00;0.000000000000000000e+00;1.772402763366699219e+00;1.052765607833862305e+00
0.000000000000000000e+00;2.616737365722656250e+00;0.000000000000000000e+00;2.056841135025024414e+00
0.000000000000000000e+00;0.000000000000000000e+00;1.728088974952697754e+00;1.097224473953247070e+00
0.000000000000000000e+00;1.758004426956176758e+00;0.000000000000000000e+00;8.844726085662841797e-01
0.000000000000000000e+00;9.940890073776245117e-01;1.170332059264183044e-01;0.000000000000000000e+00
0.000000000000000000e+00;0.000000000000000000e+00;1.303018212318420410e+00;1.524461507797241211e+00
0.000000000000000000e+00;0.000000000000000000e+00;8.199412822723388672e-01;9.256947636604309082e-01
0.000000000000000000e+00;1.937640786170959473e+00;0.000000000000000000e+00;1.874045848846435547e+00
0.000000000000000000e+00;1.237272739410400391e+00;0.000000000000000000e+00;7.303204536437988281e-01
0.000000000000000000e+00;1.632322430610656738e+00;0.000000000000000000e+00;3.410180807113647461e-01
0.000000000000000000e+00;0.000000000000000000e+00;1.997427821159362793e+00;1.101312637329101562e+00
0.000000000000000000e+00;0.000000000000000000e+00;2.045856714248657227e+00;1.912377715110778809e+00
0.000000000000000000e+00;8.627086877822875977e-01;0.000000000000000000e+00;4.579597115516662598e-01
0.000000000000000000e+00;2.543858051300048828e+00;0.000000000000000000e+00;1.324301004409790039e+00
0.000000000000000000e+00;1.764388561248779297e+00;0.000000000000000000e+00;1.058647632598876953e+00
0.000000000000000000e+00;1.678300499916076660e+00;0.000000000000000000e+00;8.506019711494445801e-01
0.000000000000000000e+00;0.000000000000000000e+00;1.671225666999816895e+00;9.729102849960327148e-01
0.000000000000000000e+00;0.000000000000000000e+00;1.910042643547058105e+00;2.069425344467163086e+00
0.000000000000000000e+00;8.341490477323532104e-02;1.772554993629455566e+00;6.649013757705688477e-01
0.000000000000000000e+00;0.000000000000000000e+00;1.666569113731384277e+00;2.426109790802001953e+00
0.000000000000000000e+00;0.000000000000000000e+00;7.148792743682861328e-01;1.241533756256103516e+00
0.000000000000000000e+00;2.640583038330078125e+00;0.000000000000000000e+00;2.607290744781494141e+00
0.000000000000000000e+00;0.000000000000000000e+00;1.191293478012084961e+00;1.340092897415161133e+00
0.000000000000000000e+00;0.000000000000000000e+00;1.981351375579833984e+00;2.398108243942260742e+00
0.000000000000000000e+00;0.000000000000000000e+00;1.012945652008056641e+00;9.703501462936401367e-01
0.000000000000000000e+00;3.778068348765373230e-02;2.028106212615966797e+00;8.013833165168762207e-01
0.000000000000000000e+00;0.000000000000000000e+00;1.330387949943542480e+00;1.482829332351684570e+00
0.000000000000000000e+00;0.000000000000000000e+00;1.813618659973144531e+00;9.368883371353149414e-01
0.000000000000000000e+00;2.259248495101928711e+00;0.000000000000000000e+00;8.789383172988891602e-01
0.000000000000000000e+00;0.000000000000000000e+00;1.299911618232727051e+00;1.374961614608764648e+00
0.000000000000000000e+00;0.000000000000000000e+00;9.079436063766479492e-01;1.091572761535644531e+00
0.000000000000000000e+00;1.957129955291748047e+00;0.000000000000000000e+00;1.491299629211425781e+00
0.000000000000000000e+00;0.000000000000000000e+00;1.436262011528015137e+00;1.613138318061828613e+00
0.000000000000000000e+00;0.000000000000000000e+00;1.794645905494689941e+00;1.054923176765441895e+00
0.000000000000000000e+00;0.000000000000000000e+00;1.520902991294860840e+00;1.592318773269653320e+00
0.000000000000000000e+00;1.737200379371643066e+00;0.000000000000000000e+00;7.285920381546020508e-01
0.000000000000000000e+00;2.468461692333221436e-01;0.000000000000000000e+00;2.030684947967529297e-01
0.000000000000000000e+00;0.000000000000000000e+00;1.070599794387817383e+00;1.178151130676269531e+00
0.000000000000000000e+00;0.000000000000000000e+00;1.386515974998474121e+00;7.966257929801940918e-01
0.000000000000000000e+00;0.000000000000000000e+00;9.762693643569946289e-01;1.087339639663696289e+00
0.000000000000000000e+00;1.965269923210144043e+00;0.000000000000000000e+00;8.305194377899169922e-01
0.000000000000000000e+00;8.298282325267791748e-02;3.237525820732116699e-01;1.802735626697540283e-01
0.000000000000000000e+00;1.436416804790496826e-02;3.249881565570831299e-01;4.720578193664550781e-01
0.000000000000000000e+00;1.606108427047729492e+00;0.000000000000000000e+00;7.766768336296081543e-01
0.000000000000000000e+00;0.000000000000000000e+00;5.723097324371337891e-01;3.371341228485107422e-01
0.000000000000000000e+00;1.729882359504699707e+00;0.000000000000000000e+00;1.252207636833190918e+00
0.000000000000000000e+00;0.000000000000000000e+00;1.947203397750854492e+00;1.561556577682495117e+00
0.000000000000000000e+00;0.000000000000000000e+00;9.330788850784301758e-01;1.112734436988830566e+00
0.000000000000000000e+00;0.000000000000000000e+00;1.383161544799804688e+00;1.531431555747985840e+00
0.000000000000000000e+00;1.264425635337829590e+00;0.000000000000000000e+00;9.319099187850952148e-01
