-1372.19251 0.59278 66928.74448 14.76392 -8.12548 10.76392 2.06050
-41.68068 -0.66665 32.36771 7.64178 -1.43872 3.64178 1.41458
-2161.73812 0.86980 412520.00091 16.91274 -9.35150 12.91274 2.54226
-354.36660 0.77784 1184.59050 11.16605 -4.32782 7.16605 2.04584
-5428.69602 0.38100 42920449.67126 21.32513 -13.63235 17.32513 2.61674
-5.34624 -0.78309 5.85496 5.82259 -0.36397 1.82259 0.62971
1148.99208 0.00066 0.00620 -6.46764 13.71632 -10.46764 2.35505
-255.91476 -0.28689 569.16599 9.87372 -4.29735 5.87372 1.37639
10753.87822 0.42586 0.18407 -17.88848 26.95477 -21.88848 3.27841
28.81551 -0.14129 0.14067 1.03144 4.90634 -2.96856 1.21312
1007.22306 1.06898 0.09445 -5.92930 13.28413 -9.92930 2.39936
-3065.84772 -1.00805 2035559.79099 17.91082 -11.33040 13.91082 2.06050
-12.09633 0.40902 9.70710 6.15005 -0.91142 2.15005 0.69037
-3306.35463 0.58831 2950573.35473 18.83381 -11.10149 14.83381 2.63749
1416.33382 -0.69053 0.07214 -7.15791 14.65329 -11.15791 2.49072
-38.80243 -0.56129 29.74435 7.50298 -1.43374 3.50298 1.33466
581.95197 0.01243 -0.07225 -4.42173 11.16626 -8.42173 2.04969
4588.87201 0.83829 0.43582 -12.18127 21.12931 -16.18127 3.24625
94.52460 -0.45229 0.43966 -0.11930 7.11015 -4.11930 1.94385
-5.49352 -0.47077 6.33859 6.10480 -0.14844 2.10480 0.89399
676.12240 -0.52401 0.40552 -4.36979 12.14281 -8.36979 2.57729
0.45886 0.75871 1.56634 4.56104 0.67678 0.56104 -1.83124
-4528.51796 -0.87751 15311127.79590 20.25832 -12.76242 16.25832 2.52026
-150.64937 -0.40038 204.05494 9.16564 -3.16632 5.16564 1.51781
-9398.23455 0.54565 1462313661.88087 25.18893 -16.42381 21.18893 3.13507
-8.79986 -0.55982 7.26658 5.65371 -0.98867 1.65371 0.32954
0.03142 1.09219 1.68056 4.56493 0.34171 0.56493 -0.68944
0.74909 -0.40270 0.37725 3.06043 1.85244 -0.93957 -0.10888
-576.37957 -0.15611 4114.23955 12.33146 -5.42813 8.33146 2.12818
483.89597 0.98334 -0.01623 -3.86757 10.63629 -7.86757 2.04402
683.62454 -0.32639 0.63372 -4.17297 12.40768 -8.17297 2.80906
831.64131 0.28628 0.35267 -5.05007 12.82163 -9.05007 2.59358
-2178.94076 1.07935 427016.76281 17.11385 -9.21467 13.11385 2.71150
-5.79885 -0.89507 5.87122 5.68927 -0.54711 1.68927 0.48303
-878.10171 -0.31449 14420.50877 13.70125 -6.35697 9.70125 2.38415
3316.25199 -0.55899 0.12594 -10.78633 18.89985 -14.78633 2.82813
3.88178 0.67748 -0.11524 2.07251 2.56844 -1.92749 0.16353
335.75949 -1.59611 -0.69262 -3.64875 8.89887 -7.64875 1.24591
201.63860 1.31822 0.36649 -1.49679 8.64491 -5.49679 2.13187
-15785.21881 0.16217 78418101516.08505 29.38928 -19.77284 25.38928 3.52624
6735.23370 0.01950 0.12535 -14.75955 23.35594 -18.75955 3.06372
-594.81320 0.29927 4495.97025 12.61039 -5.31124 8.61039 2.32903
-1281.10618 0.93425 52095.79515 14.87567 -7.55043 10.87567 2.40000
-276.62620 0.45654 674.54990 10.33171 -4.14461 6.33171 1.69139
-730.51601 1.09956 8158.91599 13.15624 -5.85632 9.15624 2.34737
-157.80497 -0.97724 220.46912 8.88814 -3.58463 4.88814 1.17611
38.27650 0.67636 0.08087 0.67769 5.25060 -3.32231 1.26098
-4031.40414 -0.64219 8164994.64415 19.85601 -11.98531 15.85601 2.70793
141.96255 -0.15729 -0.09765 -1.32098 7.39911 -5.32098 1.54902
-417.98081 -0.48465 1765.97591 11.41627 -4.80240 7.41627 1.95154
-29.10892 -0.00166 21.28819 6.84896 -1.53617 2.84896 0.90171
-6549.40481 -0.50111 133502463.56017 22.61608 -14.47772 18.61608 2.83549
-6754.55184 0.14366 161990437.67788 22.88692 -14.57141 18.88692 2.92319
-0.06815 0.26103 1.05099 4.04456 0.15556 0.04456 -2.26208
-221.39421 -0.33100 425.41231 10.35983 -3.28469 6.35983 2.10794
-3388.01937 0.71605 3331794.65539 18.85559 -11.30701 14.85559 2.54589
1.59371 0.34336 0.27312 2.78818 2.22612 -1.21182 0.12743
-1.65972 -0.44455 3.00535 5.00140 -0.22321 1.00140 -0.00859
-1920.79444 -0.96299 250052.40884 15.86581 -9.46751 11.86581 1.95645
0.67648 -0.47546 0.30632 2.98986 1.78040 -1.01014 -0.18067
-11.41596 0.65182 9.77687 6.43083 -0.59029 2.43083 0.98471
-1733.02008 -0.78006 164737.56782 16.22782 -8.33055 12.22782 2.70163
-169.71854 -0.63252 254.39670 9.69336 -3.02986 5.69336 1.86676
709.42367 -0.89824 0.10058 -4.81784 12.00508 -8.81784 2.28855
10.10951 0.03872 0.31556 2.05084 3.81244 -1.94916 0.96338
1245.78837 -0.54096 0.21845 -6.54100 14.25802 -10.54100 2.59421
-24.94492 1.13287 19.56866 7.51866 -0.65376 3.51866 1.65434
-8523.30600 -0.48443 743829603.87227 24.94268 -15.39231 20.94268 3.53223
-0.84256 0.36215 1.37345 4.10047 -0.40444 0.10047 -0.97605
512.11776 0.64015 -0.26256 -4.26488 10.56786 -8.26488 1.81679
2.60355 0.78604 0.18361 2.54660 2.49891 -1.45340 0.26117
-1506.47892 0.05546 95160.13017 15.35199 -8.18889 11.35199 2.32783
121.70511 -0.63231 0.12315 -0.83800 7.29598 -4.83800 1.71631
-989.39258 -1.09641 21251.52929 13.86665 -6.90511 9.86665 2.20146
-1.45115 -0.16506 3.59985 5.47886 0.17372 1.47886 0.46112
-12441.09703 0.37638 11567037770.77070 27.15909 -18.37009 23.15909 3.13059
-0.76985 0.38391 2.46568 4.89206 0.02670 0.89206 -0.11230
-315.18272 1.22329 904.39037 11.03030 -3.97470 7.03030 2.14124
-18.42593 1.33942 14.61004 7.00422 -0.68095 3.00422 1.32397
-35.30611 -0.49701 26.40763 7.17684 -1.56769 3.17684 1.08645
451.67665 0.96254 0.10839 -3.56407 10.54975 -7.56407 2.14550
-2487.60856 0.03552 766311.37283 17.39338 -10.02436 13.39338 2.45038
-2201.46517 0.90920 446270.41805 16.94747 -9.46314 12.94747 2.50440
0.56675 -0.63849 0.69229 3.48858 1.76175 -0.51142 -0.13412
-22.35126 1.24606 17.49480 7.28766 -0.69984 3.28766 1.49423
-78.81265 0.28923 72.77497 8.28509 -2.21912 4.28509 1.45336
-1293.23500 1.05749 53919.85106 14.99769 -7.49202 10.99769 2.49077
0.10775 -0.99592 0.61397 3.51462 1.17152 -0.48538 -0.73473
100.51914 -1.46499 -0.46928 -1.13576 6.33620 -5.13576 1.05959
-8.02334 -0.00904 7.74856 6.23315 -0.38484 2.23315 0.91648
172.03493 0.95562 0.13296 -1.43117 8.04742 -5.43117 1.84476
-1279.69899 1.54601 51979.80756 15.48785 -6.93410 11.48785 3.01421
-768.92683 0.18972 9501.97634 12.63419 -6.65800 8.63419 1.68965
1271.12296 -0.57600 0.30551 -6.52615 14.42828 -10.52615 2.68796
-578.99888 0.04488 4169.74137 12.50615 -5.27784 8.50615 2.29112
-1205.50493 0.85395 41935.19877 15.00468 -7.02057 11.00468 2.72579
3.54846 1.33529 0.61235 2.91363 3.06229 -1.08637 0.76627
79.49225 -0.46562 -0.11861 -0.43427 6.24412 -4.43427 1.32696
4.76103 1.15521 0.38068 2.53090 3.13824 -1.46910 0.69700
-2522.33097 -0.02752 816124.73105 17.58107 -9.95409 13.58107 2.57972
-406.74637 -0.55663 1647.58186 11.07924 -5.01366 7.07924 1.67443
-18.75198 0.58175 13.55342 6.22028 -1.42970 2.22028 0.55297
405.34873 0.48725 0.28335 -3.11630 10.40189 -7.11630 2.28409
-4020.28960 -0.43610 8048139.24134 20.01201 -11.80229 16.01201 2.87744
10036.28361 -0.64900 0.30400 -17.26616 26.51852 -21.26616 3.37531
-0.76289 0.40188 2.29200 4.77227 -0.03797 0.77227 -0.23669
-0.59631 -1.42832 0.10705 3.06353 0.24114 -0.93647 -1.79643
-1685.38480 -0.76626 147395.17663 16.04536 -8.30662 12.04536 2.62110
10.20433 0.23971 0.49851 2.23938 3.98616 -1.76062 1.14264
-546.42237 -0.74333 3549.30404 12.00334 -5.48666 8.00334 1.92981
-49.95718 -1.24845 39.27259 7.42779 -2.00840 3.42779 1.05300
501.87696 1.51052 0.54715 -3.39724 11.30935 -7.39724 2.61922
-0.09644 -0.39027 0.80827 3.80352 0.31641 -0.19648 -2.40934
-118.10755 0.46855 134.06962 8.52581 -3.06264 4.52581 1.21413
-52.65480 -0.75850 42.85657 7.96000 -1.60876 3.96000 1.52955
1.41472 0.25493 0.50741 3.09003 2.28095 -0.90997 0.24054
-13992.24699 0.18831 29190256346.98997 28.32008 -18.96524 24.32008 3.40507
-13.52732 0.84372 10.95571 6.46132 -0.76778 2.46132 0.94433
-3598.49224 0.56233 4517861.34079 18.97179 -11.76077 14.97179 2.37763
8.90698 0.35902 0.36694 2.18454 3.72620 -1.81546 0.95863
-404.84863 -0.23612 1631.85397 11.36135 -4.71381 7.36135 1.96499
12.05566 -0.76292 -0.07490 1.52125 3.64712 -2.47875 0.65988
-580.72916 -0.07663 4201.41650 12.36959 -5.42830 8.36959 2.14786
-19227.35927 -0.91164 431294217105.19568 30.84492 -21.55928 26.84492 3.34289
63.51314 0.20786 -0.31825 -0.33349 5.65946 -4.33349 1.04889
-1265.22506 1.64308 49909.91513 15.59967 -6.74718 11.59967 3.16292
-1138.31379 0.24858 34280.35135 14.77975 -6.87343 10.77975 2.68330
-113.84500 1.18357 128.06088 9.11849 -2.37997 5.11849 1.84714
-890.85130 -0.24718 15111.58746 13.93673 -6.20753 9.93673 2.57771
-10.87503 0.48936 9.34900 6.33578 -0.61949 2.33578 0.91156
2188.76838 -1.49768 -0.54701 -9.53184 16.04126 -13.53184 2.01677
-958.75974 -1.38980 19131.99472 13.43372 -7.14463 9.43372 1.86298
