1.184,0.700
-0.524,0.094
-0.663,0.186
0.392,-0.090
-0.720,0.214
-0.592,0.218
-0.232,0.333
-0.864,-0.033
-1.092,-0.019
0.532,0.336
-0.760,-0.152
-0.000,0.126
-0.102,0.353
0.571,-0.302
-0.584,0.035
-0.843,0.108
0.679,0.031
0.259,0.463
-0.166,0.185
-1.016,-0.266
-0.701,0.072
-0.580,-0.652
0.857,0.049
0.702,-0.186
0.747,0.805
0.456,0.273
1.394,-0.132
-0.356,0.111
-1.215,-1.161
1.298,0.529
0.004,-0.013
0.015,0.024
-1.242,-0.116
0.431,-0.141
-1.254,0.046
-0.751,-0.350
0.090,0.330
0.625,-0.093
-0.063,0.092
1.070,0.422
0.991,-0.058
-0.664,0.228
1.232,0.770
0.375,-1.120
-0.435,0.594
-0.186,0.278
-0.925,-0.037
-0.815,-0.633
0.235,0.059
1.072,0.238
-0.361,0.135
0.626,0.559
-0.250,-1.031
0.849,0.081
0.546,-0.465
-0.844,-0.031
1.114,0.449
-1.098,0.124
-1.526,-1.150
-0.171,0.144
-0.761,0.361
-0.147,0.122
0.515,0.424
0.362,-0.010
-0.482,0.285
-0.518,0.620
-0.732,0.760
-0.082,0.117
0.407,-0.069
0.194,0.301
1.089,0.435
-0.239,0.118
0.021,-0.051
-0.327,0.064
-1.182,-0.395
0.280,-0.049
-0.122,-0.010
0.423,0.094
-0.128,0.141
0.368,0.169
-1.180,-1.150
-0.098,-0.027
-0.623,-0.096
-1.100,0.666
-0.239,-0.071
-0.838,-0.129
1.156,0.386
-0.627,0.088
0.138,-0.048
0.131,0.026
1.406,0.485
0.587,0.402
-0.475,-0.016
0.649,-0.851
-0.698,0.158
1.157,0.140
-0.795,-0.005
0.452,0.249
1.134,0.012
-0.563,-0.032
0.852,0.468
0.640,-1.047
0.131,-0.102
-0.011,0.277
0.194,0.370
1.207,-0.027
1.106,0.011
-0.902,-0.018
0.431,0.162
0.312,-0.005
-0.004,-0.058
-0.321,0.725
-0.865,0.149
-0.734,-0.062
1.008,0.184
0.978,0.163
0.119,0.252
-0.935,-0.764
0.524,0.793
-1.282,-0.027
0.870,-0.270
1.009,0.342
0.008,0.152
1.283,0.738
-0.984,0.132
1.188,-0.012
-0.486,-0.875
-0.524,0.256
0.386,0.117
0.514,0.170
-1.051,0.064
-0.984,0.127
-1.345,-0.032
0.270,-0.025
-0.202,0.394
-0.539,0.251
0.733,0.186
0.070,-0.100
-0.942,-0.162
-0.815,-0.169
0.801,0.239
-0.661,0.160
0.514,0.221
-1.143,-0.799
-0.937,-1.208
-0.660,-0.035
-0.338,-0.103
-1.093,-0.593
0.891,0.144
-1.112,-0.053
-0.672,0.322
-0.098,-0.114
-0.767,0.167
-1.385,-1.013
-0.203,-0.110
-0.797,0.022
-1.012,0.001
0.609,0.089
-1.527,-0.055
1.110,-0.014
0.630,-1.003
-1.375,-0.982
-0.510,-0.257
0.681,0.290
0.653,-0.114
-0.535,0.445
-1.159,-0.112
-1.141,-0.906
-0.306,-0.038
-0.476,0.061
0.839,0.329
0.836,0.080
0.560,0.090
1.004,0.217
-0.373,0.439
-0.099,-0.198
-0.495,-0.086
-0.365,-1.034
0.864,-0.191
-0.713,0.149
-1.250,-0.003
-0.844,-0.045
-0.897,0.114
0.854,-0.016
0.330,0.631
-0.629,-0.105
-0.990,-0.160
0.569,-0.022
-0.120,0.433
0.777,0.001
-0.666,-0.187
-1.185,-0.066
0.536,-0.197
0.413,-0.287
-0.141,0.012
-0.138,-1.040
-1.071,0.008
-1.260,-0.142
-0.246,-0.016
-0.335,-0.111
