1.030182080919678000e+00	-2.342296730518445003e-01	1.188029346358882465e+00	-2.600759393961554755e-01	1.250538886308272257e-02	5.491663575150859677e-02	-2.749760611745955430e+00
6.788450792087823427e-01	-1.386751870878093484e-01	2.221530339833503453e-01	1.301059222409914895e-01	-9.384178466396223550e-01	5.282385841845356200e-01	-4.124546472022508681e+00
-4.156189122548262227e-01	6.882798068672559832e-01	-1.007008854508639972e+00	3.524544616735363345e-01	-8.761213311575276608e-01	5.663097094436636558e-02	-1.618723816215154265e+00
6.278188254566563486e-01	-5.427748360076304346e-01	-1.108956509443293825e+00	-2.219348590723472237e-01	-7.515349576230253570e-01	-1.427712336050295239e+00	-3.498194488105069944e+00
-1.236911663978066178e+00	5.520596160276948217e-01	5.019672749822571278e-01	-7.118139128239423519e-01	-8.802412557605658883e-01	6.725209305261808934e-02	-9.572740327223062451e+00
-8.141140063332859000e-01	6.569731613912719315e-01	-9.726285939773476885e-01	-8.597078317692768978e-02	3.825249821179395604e-01	-7.441523121147360920e-01	2.679013132863735436e+00
5.606144460312156852e-03	1.904508851864601393e-01	7.362582344406923829e-01	-4.521842511111076046e-01	-7.016359521669701671e-01	-5.204417408547751256e-01	3.509369608502717508e+00
-1.113567054403234113e+00	2.520207041872524201e-01	1.381480756661675358e+00	-9.010561016318703320e-01	5.084953821295790100e-01	7.468374910871566907e-02	8.568552155697002348e-01
3.716136912571519346e-01	4.766113780374862108e-01	1.069440316436727212e+00	-3.059869726633984155e-01	1.657176648547786235e-01	-1.095606279560342733e+00	-2.292013601244711651e+01
9.979176213744201940e-01	-4.293485503559189564e-01	2.724478212830327983e-02	-9.492352167464429558e-01	-1.649050426971880867e-01	-1.495386810740150896e+00	3.108069667143429360e+00
9.174211370707889834e-01	-8.836798766318454401e-01	-5.758189854397082197e-01	9.474808861094643486e-01	-8.376504595114020457e-02	-3.583565652206621710e-01	-1.183875641134401135e+01
9.575729168777121769e-01	7.863904216270556358e-01	-1.018791296083823017e+00	1.256339674754457070e+00	-3.885584907678246713e-01	-1.265388510971774405e+00	3.978430027270561720e+00
8.769000256996548615e-01	-1.200282388319043880e+00	4.986516462528389759e-02	-8.913098944127426648e-01	-7.980980158284257664e-01	-1.169378846811607975e+00	-4.157272004775855123e+00
8.039804742172637075e-01	-8.562530138471396990e-01	-8.395005897247542759e-01	-1.169548233026301010e-01	-9.224790338268108458e-01	-2.158796111632552139e-01	-2.470051127778816635e+00
1.386110515649115194e-01	-1.442861924087269099e+00	6.151642213590721719e-02	1.058027383349052553e+00	-1.277482238228909051e+00	-5.937724457998810879e-01	-5.098321344829003010e+00
-3.005485700166738439e-01	-1.706676424448282381e-01	-1.220787516611055334e+00	5.178226588067197378e-01	-3.758454338175200027e-01	5.063358854665648279e-01	2.568978903850029027e+00
7.942509704516198532e-01	4.589066168621350750e-01	7.240464006923608142e-02	-8.032267939588001449e-01	6.098761908452763336e-01	-4.126726892690722459e-01	-1.837567171769289232e+01
-8.916632538357303073e-01	-5.870720812198432226e-01	-6.585932611009901461e-01	-1.859384153034753906e+00	-1.427786312511532874e+00	-7.706083089823091425e-01	-7.499268353852468039e+00
3.841483650562522723e-01	5.997076908070194667e-01	-1.070986726176248016e+00	6.489251976443261016e-01	2.596445911898369596e-01	-2.313460901885253662e-01	-1.929820210961036508e+00
9.911402171584218213e-01	5.992702801769503873e-01	2.597512040042898596e-01	-9.284565760111466171e-01	4.508898958440622495e-01	2.258285318726469815e-01	-1.299522024087919903e+01
-9.112513188596630398e-01	8.762245974573421581e-01	-1.174943234939053172e+00	-6.373364767317954982e-01	-4.397702166953105785e-01	9.319971070592913964e-01	-5.866377823495419364e+00
2.517196968959055647e-01	5.687244460977198823e-01	6.601086293694449214e-01	1.387984312648818497e+00	7.884875996236160312e-01	-3.706231673489218670e-01	1.496981056516454522e+00
-3.656040687750112816e-01	1.519874328760574267e-01	-6.935147853411822716e-01	-4.603947704789629891e-01	-3.584322925220453371e-01	-1.235925307460892464e+00	-4.793169074381721018e+00
-6.521997302861748391e-01	-1.149848617092197323e+00	9.684080961487814276e-01	-1.408549840700084488e+00	6.077262730080570940e-02	2.679601533692779758e-01	9.068699631582886056e-01
-1.244407179971998456e+00	9.604648817384093817e-01	6.414736104360840852e-01	-6.809748394217114420e-01	1.154803611998686641e+00	-5.852485812333073634e-01	-1.120156130662945770e+01
-1.186515617589197991e+00	1.694920314021017616e+00	-6.547413274013743623e-01	-3.958833327792215528e-01	-1.063808115633904761e+00	-9.726982636626060885e-02	-3.453956931191534352e+00
-4.780755919869997816e-01	2.972028502466566580e-01	8.229809282826272554e-01	1.300386897591965907e+00	9.053363136775247066e-02	-9.415440010803268756e-01	-2.942795875507043135e+00
3.923575962856121202e-02	1.149097861741909532e-01	1.430301456050668607e+00	3.069109735925782956e-01	-2.214473059537716837e-01	1.570242495183868936e-01	-1.259718539299238671e+01
