0.000000000000000000e+00;1.726247787475585938e+00;5.846130847930908203e-01
2.210446000099182129e-01;6.682041287422180176e-01;0.000000000000000000e+00
2.960631370544433594e+00;2.784738540649414062e+00;0.000000000000000000e+00
0.000000000000000000e+00;5.921273231506347656e-01;2.804920375347137451e-01
2.339369058609008789e-01;7.007921338081359863e-01;0.000000000000000000e+00
5.296440720558166504e-01;9.545450806617736816e-01;0.000000000000000000e+00
0.000000000000000000e+00;1.397095680236816406e+00;5.659149289131164551e-01
0.000000000000000000e+00;7.545308470726013184e-01;3.857424259185791016e-01
1.441661715507507324e+00;9.515698552131652832e-01;0.000000000000000000e+00
1.878915786743164062e+00;1.592245101928710938e+00;0.000000000000000000e+00
3.739880621433258057e-01;9.269939064979553223e-01;0.000000000000000000e+00
1.408833384513854980e+00;9.993231892585754395e-01;0.000000000000000000e+00
0.000000000000000000e+00;9.505338072776794434e-01;2.061701565980911255e-01
4.004223942756652832e-01;4.712748229503631592e-01;0.000000000000000000e+00
2.318141460418701172e+00;1.881773114204406738e+00;0.000000000000000000e+00
0.000000000000000000e+00;8.587957024574279785e-01;8.403389900922775269e-02
0.000000000000000000e+00;5.818027257919311523e-01;1.128937304019927979e-02
0.000000000000000000e+00;6.497284173965454102e-01;2.633243054151535034e-02
0.000000000000000000e+00;4.723469913005828857e-01;7.368990033864974976e-02
1.463275074958801270e+00;1.128304958343505859e+00;0.000000000000000000e+00
4.167095571756362915e-02;5.170009136199951172e-01;0.000000000000000000e+00
0.000000000000000000e+00;5.933113694190979004e-01;3.246207833290100098e-01
0.000000000000000000e+00;1.078630208969116211e+00;3.369841873645782471e-01
3.991780281066894531e-01;4.743249714374542236e-01;0.000000000000000000e+00
5.884913802146911621e-01;7.676002979278564453e-01;0.000000000000000000e+00
3.536746263504028320e+00;4.116930007934570312e+00;0.000000000000000000e+00
5.233505964279174805e-01;9.600107073783874512e-01;0.000000000000000000e+00
5.878998637199401855e-01;8.371616601943969727e-01;0.000000000000000000e+00
5.441378355026245117e-01;9.610789418220520020e-01;0.000000000000000000e+00
2.934233188629150391e+00;2.810835361480712891e+00;0.000000000000000000e+00
0.000000000000000000e+00;4.660879373550415039e-01;6.872786581516265869e-02
6.168427467346191406e-01;1.148231983184814453e+00;0.000000000000000000e+00
0.000000000000000000e+00;1.602433443069458008e+00;5.231503844261169434e-01
4.266619384288787842e-01;6.956219673156738281e-01;0.000000000000000000e+00
8.868197202682495117e-01;1.081179022789001465e+00;0.000000000000000000e+00
2.681248188018798828e-01;9.344374537467956543e-01;0.000000000000000000e+00
3.041212320327758789e+00;3.076422214508056641e+00;0.000000000000000000e+00
0.000000000000000000e+00;4.396092891693115234e-01;1.323837041854858398e-01
0.000000000000000000e+00;5.224875211715698242e-01;1.298506557941436768e-01
0.000000000000000000e+00;5.576450228691101074e-01;2.781649827957153320e-01
1.153550624847412109e+00;9.867277741432189941e-01;0.000000000000000000e+00
3.321431577205657959e-01;8.718866705894470215e-01;0.000000000000000000e+00
6.035338640213012695e-01;8.705640435218811035e-01;0.000000000000000000e+00
1.585566401481628418e-01;8.157935142517089844e-01;0.000000000000000000e+00
1.341142654418945312e+00;1.063994169235229492e+00;0.000000000000000000e+00
0.000000000000000000e+00;6.587471365928649902e-01;2.531379461288452148e-03
0.000000000000000000e+00;2.578472614288330078e+00;1.115516185760498047e+00
0.000000000000000000e+00;8.746524453163146973e-01;4.958990216255187988e-01
0.000000000000000000e+00;6.224824786186218262e-01;1.967224776744842529e-01
0.000000000000000000e+00;9.051085114479064941e-01;3.281530141830444336e-01
1.343620121479034424e-01;8.025568127632141113e-01;0.000000000000000000e+00
3.944559693336486816e-01;6.444219350814819336e-01;0.000000000000000000e+00
0.000000000000000000e+00;5.912664532661437988e-01;3.195531964302062988e-01
0.000000000000000000e+00;6.396452188491821289e-01;1.041035354137420654e-02
3.938980340957641602e+00;4.342365264892578125e+00;0.000000000000000000e+00
0.000000000000000000e+00;6.175886988639831543e-01;2.065964043140411377e-02
1.997147500514984131e-01;5.562643408775329590e-01;0.000000000000000000e+00
8.744848966598510742e-01;1.033126592636108398e+00;0.000000000000000000e+00
5.854738950729370117e-01;8.140891194343566895e-01;0.000000000000000000e+00
4.101490974426269531e-01;5.739201307296752930e-01;0.000000000000000000e+00
6.142674684524536133e-01;7.792513966560363770e-01;0.000000000000000000e+00
2.341805934906005859e+00;2.166242837905883789e+00;0.000000000000000000e+00
4.117302000522613525e-01;6.132711768150329590e-01;0.000000000000000000e+00
1.866625189781188965e+00;1.479282736778259277e+00;0.000000000000000000e+00
1.154596172273159027e-02;5.900446176528930664e-01;0.000000000000000000e+00
1.751802563667297363e+00;1.510308146476745605e+00;0.000000000000000000e+00
6.152439117431640625e-01;7.405878901481628418e-01;0.000000000000000000e+00
0.000000000000000000e+00;1.414569020271301270e+00;3.610223531723022461e-01
2.622683525085449219e+00;2.553053140640258789e+00;0.000000000000000000e+00
1.241849735379219055e-01;7.217476963996887207e-01;0.000000000000000000e+00
2.491095066070556641e-01;7.704676985740661621e-01;0.000000000000000000e+00
3.573438823223114014e-01;7.638738155364990234e-01;0.000000000000000000e+00
1.753701567649841309e+00;1.574743509292602539e+00;0.000000000000000000e+00
0.000000000000000000e+00;6.752874255180358887e-01;3.146061301231384277e-02
3.682182729244232178e-01;6.944737434387207031e-01;0.000000000000000000e+00
3.513235151767730713e-01;4.875579178333282471e-01;0.000000000000000000e+00
2.359306335449218750e+00;2.125716447830200195e+00;0.000000000000000000e+00
4.164502024650573730e-01;7.249619364738464355e-01;0.000000000000000000e+00
0.000000000000000000e+00;2.060671091079711914e+00;8.314056396484375000e-01
1.554242491722106934e+00;1.124583482742309570e+00;0.000000000000000000e+00
1.115326762199401855e+00;9.620712399482727051e-01;0.000000000000000000e+00
0.000000000000000000e+00;1.466840505599975586e+00;5.051636099815368652e-01
0.000000000000000000e+00;4.472717344760894775e-01;7.012592256069183350e-02
0.000000000000000000e+00;8.032021522521972656e-01;2.593423724174499512e-01
3.966713547706604004e-01;5.085180997848510742e-01;0.000000000000000000e+00
5.802347660064697266e-01;1.038130879402160645e+00;0.000000000000000000e+00
0.000000000000000000e+00;1.334837555885314941e+00;3.968268632888793945e-01
0.000000000000000000e+00;6.168159246444702148e-01;2.193060517311096191e-01
0.000000000000000000e+00;8.218725323677062988e-01;5.058618187904357910e-01
8.715103864669799805e-01;1.105419874191284180e+00;0.000000000000000000e+00
1.983603954315185547e+00;1.640918016433715820e+00;0.000000000000000000e+00
5.750133991241455078e-01;8.954266905784606934e-01;0.000000000000000000e+00
0.000000000000000000e+00;4.285244941711425781e-01;6.846202909946441650e-02
2.530767917633056641e-01;9.141077995300292969e-01;0.000000000000000000e+00
1.861200094223022461e+00;1.572267055511474609e+00;0.000000000000000000e+00
1.657065629959106445e+00;1.132536172866821289e+00;0.000000000000000000e+00
3.503558039665222168e-01;6.527908444404602051e-01;0.000000000000000000e+00
3.333779811859130859e+00;3.265539646148681641e+00;0.000000000000000000e+00
3.649879395961761475e-01;4.737318456172943115e-01;0.000000000000000000e+00
0.000000000000000000e+00;1.980860114097595215e+00;9.098216295242309570e-01
1.593524217605590820e+00;1.048079967498779297e+00;0.000000000000000000e+00
0.000000000000000000e+00;4.444515407085418701e-01;7.906108349561691284e-02
1.186071112751960754e-01;8.829556107521057129e-01;0.000000000000000000e+00
2.244241237640380859e+00;1.799101948738098145e+00;0.000000000000000000e+00
0.000000000000000000e+00;1.991608500480651855e+00;7.356204390525817871e-01
3.150623738765716553e-01;9.162058234214782715e-01;0.000000000000000000e+00
8.876321464776992798e-02;9.317430257797241211e-01;0.000000000000000000e+00
2.321718692779541016e+00;1.929782390594482422e+00;0.000000000000000000e+00
0.000000000000000000e+00;6.436001062393188477e-01;3.561033308506011963e-01
5.805895924568176270e-01;8.460101485252380371e-01;0.000000000000000000e+00
2.730134487152099609e+00;2.674478054046630859e+00;0.000000000000000000e+00
4.322372436523437500e+00;6.088956356048583984e+00;0.000000000000000000e+00
0.000000000000000000e+00;1.155037641525268555e+00;5.782638192176818848e-01
0.000000000000000000e+00;4.544320404529571533e-01;7.150638103485107422e-02
0.000000000000000000e+00;1.937478542327880859e+00;7.171812057495117188e-01
0.000000000000000000e+00;1.077682256698608398e+00;4.374225735664367676e-01
0.000000000000000000e+00;1.398590683937072754e+00;3.674600422382354736e-01
2.222680449485778809e-01;7.664379477500915527e-01;0.000000000000000000e+00
0.000000000000000000e+00;5.837078094482421875e-01;1.147165447473526001e-01
3.643672466278076172e+00;4.208784580230712891e+00;0.000000000000000000e+00
3.525649309158325195e-01;7.002493143081665039e-01;0.000000000000000000e+00
1.494963169097900391e-01;6.921821236610412598e-01;0.000000000000000000e+00
9.457416534423828125e-01;8.858819007873535156e-01;0.000000000000000000e+00
1.705811500549316406e+00;1.564513325691223145e+00;0.000000000000000000e+00
1.510052442550659180e+00;1.049414873123168945e+00;0.000000000000000000e+00
0.000000000000000000e+00;2.054348230361938477e+00;9.498398900032043457e-01
4.497812271118164062e+00;6.700497150421142578e+00;0.000000000000000000e+00
8.575735241174697876e-02;8.698573708534240723e-01;0.000000000000000000e+00
0.000000000000000000e+00;1.225587487220764160e+00;3.126935362815856934e-01
4.133771955966949463e-01;6.230254769325256348e-01;0.000000000000000000e+00
