0.7373,3.91309
2.55737,0.67514
0.71706,0.70076
0.80834,0.44323
1.53424,0.80949
1.02801,3.61743
0.72246,0.97196
0.84873,0.50258
0.36686,0.42168
0.44484,0.55252
0.64517,1.21392
0.21156,0.4367
0.23771,0.40935
1.48063,0.41775
0.56473,3.51503
0.38377,1.60375
0.61318,0.47633
0.79493,0.33691
0.81766,0.0611
0.36488,1.03377
0.93149,0.0
2.76988,3.70975
0.51997,0.56077
0.74258,0.46922
3.09978,1.84867
1.47629,2.54933
0.46468,1.13944
0.79479,0.96066
0.55569,0.99615
4.54818,0.10841
0.72323,1.92102
1.34204,1.72316
0.33368,1.06814
3.33106,1.52
0.62276,0.62725
0.58947,2.80687
1.6825,2.60532
0.54283,6.09658
0.31105,1.31771
0.74469,0.21589
0.52758,1.97171
0.07023,0.25459
0.20537,2.06711
0.94575,0.0
0.28773,0.37112
0.25139,0.3643
0.48021,4.70927
1.29127,0.18465
2.82922,1.42915
0.42027,0.42851
