5.026130617789224431e+00;-9.449597736612713739e-01;1.584451204900222399e+00;-1.298836557708510213e+02;-1.303614090254153757e+00;-5.101460915080179959e+00;3.066815818195123811e+01
1.246662326083833605e+01;-6.938392801733183068e-01;2.690325515657137512e+00;-1.853725953981829207e+03;-2.889186872401710460e+00;-1.210267295234573837e+01;1.633792023636336523e+02
2.809375563554086241e+00;4.001698329246879959e-01;8.784036529767823565e-01;2.797664585351861533e+01;5.262143371969245642e-01;2.809375563554086241e+00;5.988190400896301391e+00
4.170752281856769272e+00;7.368355501250285489e-01;1.293237179629288747e+00;8.196651845528911906e+01;9.105012549470952177e-01;4.170752281856769272e+00;1.437317044736978389e+01
5.943034907170336112e+00;1.050930469184398475e-01;2.009643207884328930e+00;1.823928810853584537e+02;1.691827256637762122e+00;5.943034907170336112e+00;2.673584381765536477e+01
2.490995063032662993e-01;-5.311001762651200719e-01;-9.758164527056898407e-01;-3.248807518945706074e-01;-3.385187092392460406e-01;-6.910896385647534723e-01;4.700884133351808103e-01
1.401486967184476384e+01;4.690956116248112262e-01;2.259685325892941243e+00;-3.001400229268343992e+03;-4.015234865402229403e+00;-1.483329758775042606e+01;2.220690582312397225e+02
8.483359197316207911e+00;1.339291713798649086e+00;2.698860737747222682e+00;-4.820415256537658593e+02;-1.321995191328656283e+00;-7.205207824515575510e+00;7.001614299694315946e+01
1.221230680869823360e+01;-1.033363000603472415e+00;2.255913930545335067e+00;-1.944297519979335220e+03;-3.388400137734807860e+00;-1.274882430559463131e+01;1.679768234349280647e+02
1.805394950479355032e+01;-1.011056860128543677e+00;2.882919516381525327e+00;-5.895426066131200059e+03;-4.527308901824807386e+00;-1.807606394579582343e+01;3.443984174897357775e+02
7.618465491558067626e+00;-9.288263558983038681e-01;1.864463056962333054e+00;4.760643334762394261e+02;1.761475210467596808e+00;7.618465491558067626e+00;5.298530945805143944e+01
1.487639359314388621e+01;6.426096462883429394e-01;2.400960331012486737e+00;-3.509701556919804261e+03;-4.119229266392584243e+00;-1.551660298211446509e+01;2.458099537990603665e+02
8.653169917197580219e+00;1.092648621646168383e+00;2.242794487486322375e+00;-6.264978714134848587e+02;-2.043257137813350166e+00;-8.461113370819909107e+00;8.187784303282626297e+01
8.994687715903351588e+00;2.835743764891088259e-01;1.833830794497532279e+00;8.306417310552395747e+02;1.943372896532471694e+00;8.994687715903351588e+00;7.858414274314438330e+01
