-1.480598396499499536e+01;-1.482918357849121094e+01
-6.850503923570115283e+00;-6.841438770294189453e+00
7.322356021575194163e+00;7.428234100341796875e+00
-1.439912803527451990e+00;-1.483857274055480957e+00
2.380009360408960362e+01;2.389102363586425781e+01
-2.217660391168203304e+01;-2.215208816528320312e+01
6.589303846509046991e+00;6.322497844696044922e+00
6.966420702998753711e+00;7.060085773468017578e+00
-1.247533698350172582e+00;-1.135492086410522461e+00
-4.431678729920477622e+00;-4.442609786987304688e+00
-7.144876102304800192e+00;-7.134895801544189453e+00
-1.839631120578390622e+01;-1.838073539733886719e+01
1.129680183443699626e+01;1.131531620025634766e+01
6.249308055057076317e+00;6.244905471801757812e+00
6.570935265628494726e+00;6.588204860687255859e+00
1.538908907819039662e+01;1.551379871368408203e+01
9.687728269528042446e+00;9.710465431213378906e+00
-5.877839515761517752e+00;-5.895848274230957031e+00
2.394662779450888834e+01;2.394372558593750000e+01
1.498380215651458691e+01;1.511952209472656250e+01
2.122330123728121964e-01;1.754622608423233032e-01
1.713672601880229251e+01;1.713399887084960938e+01
8.712012434116006787e+00;8.694688796997070312e+00
-2.212389678106624125e+00;-2.199146032333374023e+00
-7.274215486033771327e+00;-7.317502498626708984e+00
5.455953414935338586e+00;5.536709308624267578e+00
-2.206647717474309900e+01;-2.206152915954589844e+01
7.711916358727409104e+00;7.759111881256103516e+00
-5.425651002887215135e+00;-5.399039745330810547e+00
7.365519430565881542e+00;7.306762218475341797e+00
4.577765127316854255e+00;4.645531177520751953e+00
1.034840529354278083e+01;1.037062454223632812e+01
-1.263780974280392044e+01;-1.264234352111816406e+01
1.069750597813241022e+01;1.074686813354492188e+01
-2.808909730047187470e+00;-2.860419034957885742e+00
-3.198332029494601159e+00;-3.119517087936401367e+00
2.604912861674224533e+00;2.268991470336914062e+00
-2.113733590095283077e+01;-2.112517738342285156e+01
-5.628430975333861497e+00;-5.629476070404052734e+00
3.108570760050011206e+00;3.047067642211914062e+00
-2.213683385124192782e+01;-2.208683395385742188e+01
-5.986946665282043334e+00;-6.006686687469482422e+00
3.349732414571175543e+00;3.213842153549194336e+00
6.064400576115419383e+00;6.111528873443603516e+00
-2.137412658074599570e+00;-2.177580833435058594e+00
8.421002052739472887e+00;8.249195098876953125e+00
6.804797645600934253e+00;6.629378795623779297e+00
6.493638763529843594e+00;6.486924171447753906e+00
-3.000630691916644821e+01;-2.992931938171386719e+01
-5.220847764559244375e+00;-5.180587768554687500e+00
1.448073282532346795e+01;1.449814510345458984e+01
-1.224172726222720620e+01;-1.220392799377441406e+01
-5.939055147041463201e+00;-5.964952468872070312e+00
2.705747846658061118e+00;2.510072231292724609e+00
-1.840516453018806953e+00;-1.726200819015502930e+00
-1.071028655011592390e+00;-1.048828601837158203e+00
-8.017000904805264838e+00;-8.082636833190917969e+00
1.057077317177306020e+00;1.104253411293029785e+00
-1.707968639706166858e+00;-1.708653807640075684e+00
-2.430095666629091600e+00;-2.511546134948730469e+00
-1.242811140802675851e+00;-1.197566151618957520e+00
-1.822049078678540113e+01;-1.821199035644531250e+01
1.890984868448613909e+00;1.804587960243225098e+00
1.191873017538300550e+00;9.677748084068298340e-01
-1.370453405659064572e+01;-1.378727054595947266e+01
8.718361148143556338e-01;9.078559875488281250e-01
5.538294012816366241e+00;5.592857360839843750e+00
-7.555709671668598970e-01;-7.552765011787414551e-01
1.373650993920979424e+01;1.382038879394531250e+01
8.257087919455388558e+00;8.157177925109863281e+00
9.215542882613766196e+00;9.250267982482910156e+00
-7.634378304380229352e+00;-7.688483715057373047e+00
-1.434444561707154442e+01;-1.433262348175048828e+01
9.223683039099707770e+00;9.162051200866699219e+00
-4.930681582968622578e+00;-4.914402008056640625e+00
4.401699990728776823e-01;4.574533700942993164e-01
-7.523355787651528903e-01;-6.924407482147216797e-01
5.887228692373135175e+00;5.843178272247314453e+00
-1.576668590855994978e+01;-1.586678409576416016e+01
-1.647084649597221429e+01;-1.651107025146484375e+01
-1.502785547578123548e+01;-1.497706890106201172e+01
2.019101336590786389e+00;1.878024101257324219e+00
3.097234599333056693e+01;3.254974365234375000e+01
5.504249173737778555e+00;5.554742813110351562e+00
-2.318988585672511427e+00;-2.389097929000854492e+00
7.442644502348463309e-01;6.730029582977294922e-01
-2.381839085256033162e+00;-2.426097869873046875e+00
4.208791578258873400e+00;4.231771945953369141e+00
-6.193239714346150393e+00;-6.223016738891601562e+00
-9.178199973697442005e+00;-9.191301345825195312e+00
7.319178452160104875e+00;7.428640842437744141e+00
-2.163783186870493758e+00;-2.191316366195678711e+00
-2.215934714921081294e+00;-2.204720258712768555e+00
1.034883267985551997e-01;8.419546484947204590e-02
-1.027556978748369687e+01;-1.030940341949462891e+01
5.060601804709959239e+00;5.018739223480224609e+00
-7.904061411464900821e+00;-7.871129512786865234e+00
-1.098253037530983178e+01;-1.100621128082275391e+01
-2.397199043104404126e+00;-2.453852176666259766e+00
-1.208836256516361196e+01;-1.204713821411132812e+01
