-7.329205989837646484e+00;4.976543426513671875e+00;2.674779415130615234e+00;3.044755554199218750e+01;-2.501045703887939453e+00;-4.920988678932189941e-01
-5.695062279701232910e-01;-2.452364206314086914e+00;1.596915483474731445e+00;1.475231075286865234e+01;8.831865191459655762e-01;-1.734374046325683594e+00
-1.216641664505004883e-01;-2.722128629684448242e+00;1.487768650054931641e+00;1.339555263519287109e+01;1.208704233169555664e+00;-1.777909278869628906e+00
2.295578122138977051e-01;1.201610684394836426e+00;8.025089502334594727e-01;-3.259606361389160156e+00;3.543343782424926758e+00;-6.452851742506027222e-02
7.004213333129882812e-01;7.803964018821716309e-01;7.053787708282470703e-01;-4.637589454650878906e+00;3.851520776748657227e+00;-4.029565304517745972e-02
-4.846719503402709961e-01;1.220498800277709961e+00;1.041070342063903809e+00;2.840414345264434814e-01;2.808212041854858398e+00;3.416151553392410278e-02
8.315578460693359375e+00;-6.342719554901123047e+00;4.020354270935058594e+00;3.135592346191406250e+02;-1.223297023773193359e+01;-6.653213500976562500e+01
-8.422250747680664062e-01;1.041856765747070312e+00;1.238286018371582031e+00;4.056769371032714844e+00;2.199142694473266602e+00;-7.329469174146652222e-02
1.322422885894775391e+01;-1.994256973266601562e+00;3.750560760498046875e+00;1.574581909179687500e+02;-8.926483154296875000e+00;-4.488529968261718750e+01
-2.107182979583740234e+00;2.707177877426147461e+00;1.370576381683349609e+00;4.949675559997558594e+00;1.761514425277709961e+00;-5.703072994947433472e-02
3.792704582214355469e+00;-4.199067115783691406e+00;2.135249614715576172e+00;2.093539428710937500e+01;-5.338998436927795410e-01;-8.179080963134765625e+00
-2.562096118927001953e+00;-1.280388116836547852e+00;2.487829446792602539e+00;2.816119384765625000e+01;-1.817581653594970703e+00;-4.641612052917480469e+00
-1.063670158386230469e+00;1.624698281288146973e+00;1.177243113517761230e+00;2.245131492614746094e+00;2.380157232284545898e+00;2.921194396913051605e-02
-9.314459800720214844e+00;3.450844287872314453e+00;2.976158618927001953e+00;6.925196838378906250e+01;-4.520780086517333984e+00;-4.285960197448730469e+00
-4.348961353302001953e+00;-6.502203941345214844e-01;2.490158796310424805e+00;3.182728576660156250e+01;-1.877788305282592773e+00;-3.169600486755371094e+00
-1.229260206222534180e+00;7.872154116630554199e-01;1.437014937400817871e+00;7.993597984313964844e+00;1.567116022109985352e+00;-3.040838837623596191e-01
-3.352044582366943359e+00;-1.850185513496398926e+00;2.378567218780517578e+00;2.991726684570312500e+01;-1.553373813629150391e+00;-3.442317008972167969e+00
1.110873317718505859e+01;-4.323002815246582031e+00;3.170166969299316406e+00;1.029771423339843750e+02;-5.668347358703613281e+00;-3.127837371826171875e+01
4.673061370849609375e+00;-4.130782604217529297e+00;2.274394989013671875e+00;2.207034301757812500e+01;-8.753371834754943848e-01;-9.913597106933593750e+00
3.763639450073242188e+00;-3.630758285522460938e+00;2.314567565917968750e+00;2.235267639160156250e+01;-1.026286602020263672e+00;-9.290802955627441406e+00
1.396107959747314453e+01;8.189764976501464844e+00;4.078933238983154297e+00;2.495354766845703125e+02;-1.171915531158447266e+01;-6.267036056518554688e+01
1.299318122863769531e+01;-3.707150697708129883e+00;3.737539052963256836e+00;1.508037109375000000e+02;-8.717471122741699219e+00;-4.342974853515625000e+01
-6.306364059448242188e+00;2.822239160537719727e+00;2.798933267593383789e+00;3.370766448974609375e+01;-2.944812059402465820e+00;-1.878684043884277344e+00
2.720241546630859375e-01;1.141290903091430664e+00;7.970342636108398438e-01;-3.331543922424316406e+00;3.561499357223510742e+00;-5.746369808912277222e-02
1.143882656097412109e+01;3.428139448165893555e+00;3.743564605712890625e+00;1.736587677001953125e+02;-9.283536911010742188e+00;-4.543949890136718750e+01
-3.489142656326293945e+00;-8.765321373939514160e-01;2.535083055496215820e+00;3.044545745849609375e+01;-2.025547981262207031e+00;-4.066962242126464844e+00
9.694541931152343750e+00;-5.469099521636962891e+00;3.168357372283935547e+00;1.036581954956054688e+02;-5.724392890930175781e+00;-2.899193572998046875e+01
-1.241670608520507812e+01;6.741111278533935547e+00;3.592355728149414062e+00;1.980457763671875000e+02;-9.061766624450683594e+00;-2.430953979492187500e+01
4.091624259948730469e+00;-4.061127185821533203e+00;2.255013942718505859e+00;2.245565032958984375e+01;-8.516965508460998535e-01;-9.289266586303710938e+00
-6.493525505065917969e-01;3.038213253021240234e-01;1.306850790977478027e+00;6.489089012145996094e+00;1.957195520401000977e+00;-4.792852997779846191e-01
-9.294998645782470703e-01;2.274965763092041016e+00;1.036227822303771973e+00;4.675964638590812683e-02;2.800516843795776367e+00;-1.321440339088439941e-01
1.119462585449218750e+01;3.937453746795654297e+00;3.749948024749755859e+00;1.753883209228515625e+02;-9.351214408874511719e+00;-4.550954055786132812e+01
1.129347419738769531e+01;-7.928681373596191406e+00;3.211181879043579102e+00;1.075027084350585938e+02;-6.111922264099121094e+00;-3.300883102416992188e+01
-8.516038894653320312e+00;3.555978536605834961e+00;2.848690032958984375e+00;4.210781860351562500e+01;-3.549728155136108398e+00;-3.479300141334533691e-01
5.022094249725341797e+00;-3.868368625640869141e+00;2.332137346267700195e+00;2.152900695800781250e+01;-1.004149675369262695e+00;-1.049523162841796875e+01
-6.520492553710937500e+00;3.146521329879760742e+00;2.801277160644531250e+00;3.396971130371093750e+01;-2.989062786102294922e+00;-1.598906517028808594e+00
-3.505729675292968750e+00;-1.673432707786560059e+00;2.407226324081420898e+00;3.029669189453125000e+01;-1.640858411788940430e+00;-3.495415687561035156e+00
-1.514494895935058594e+00;2.051185369491577148e+00;1.266826272010803223e+00;3.510077476501464844e+00;2.095111608505249023e+00;9.488525101915001869e-04
9.890703201293945312e+00;-3.498831748962402344e+00;3.650629520416259766e+00;1.443687286376953125e+02;-8.218508720397949219e+00;-3.809134292602539062e+01
-1.836147665977478027e+00;3.652195930480957031e-01;1.679415345191955566e+00;1.236839962005615234e+01;7.777945399284362793e-01;-5.742846131324768066e-01
9.865126609802246094e+00;-1.090036964416503906e+01;3.350700378417968750e+00;1.135996093750000000e+02;-6.930735588073730469e+00;-3.271922302246093750e+01
1.568341851234436035e-01;-2.580549955368041992e+00;1.380954623222351074e+00;1.148725795745849609e+01;1.558348417282104492e+00;-1.699408531188964844e+00
-3.931200265884399414e+00;-1.121217131614685059e+00;2.485273122787475586e+00;3.090202331542968750e+01;-1.884813785552978516e+00;-3.552966117858886719e+00
1.869053840637207031e+00;1.644387543201446533e-01;4.177572429180145264e-01;-8.547211647033691406e+00;4.748723506927490234e+00;-1.396761536598205566e-01
-6.714155673980712891e+00;3.711125612258911133e+00;2.694305896759033203e+00;2.901879882812500000e+01;-2.389471292495727539e+00;-9.658041596412658691e-01
1.244096565246582031e+01;-4.013027191162109375e+00;3.178715944290161133e+00;1.033620758056640625e+02;-5.695843696594238281e+00;-3.368331146240234375e+01
-9.366831779479980469e+00;-4.203903675079345703e+00;3.271055698394775391e+00;1.007569351196289062e+02;-6.646868705749511719e+00;-1.176715183258056641e+01
1.939213275909423828e+00;-3.697768211364746094e+00;1.931862235069274902e+00;1.824309539794921875e+01;-4.824522137641906738e-02;-5.235655784606933594e+00
-1.188855648040771484e+00;-2.655568122863769531e+00;1.819006800651550293e+00;1.865142059326171875e+01;1.609265506267547607e-01;-1.867419242858886719e+00
-1.133962440490722656e+01;-7.175438880920410156e+00;3.549650192260742188e+00;1.430424804687500000e+02;-8.378091812133789062e+00;-1.880775642395019531e+01
-9.951345920562744141e-01;1.029503822326660156e+00;1.312171697616577148e+00;5.488005638122558594e+00;1.969609498977661133e+00;-1.291666626930236816e-01
